stemming,negation
info slot gacor hari ini link slot gacor olivia anies prime video daesang karina dana mahito molly islam angin dieng,"['info', 'slot', 'gacor', 'hari', 'ini', 'link', 'slot', 'gacor', 'olivia', 'anies', 'prime', 'video', 'daesang', 'karina', 'dana', 'mahito', 'molly', 'islam', 'angin', 'dieng']"
kantaldkintil bukanasamgaram liat rekam jejak pas jd gubernur aja sebutin hrs dapet apa dr pak anies,"['kantaldkintil', 'bukanasamgaram', 'liat', 'rekam', 'jejak', 'pas', 'jd', 'gubernur', 'aja', 'sebutin', 'hrs', 'dapet', 'apa', 'dr', 'pak', 'anies']"
manteb emang menteri yg baru ini klo yg lama kan korupsi dari kader nasdem yg skrng dukung anies,"['manteb', 'emang', 'menteri', 'yg', 'baru', 'ini', 'klo', 'yg', 'lama', 'kan', 'korupsi', 'dari', 'kader', 'nasdem', 'yg', 'skrng', 'dukung', 'anies']"
pagi ini jumat desember pak anies sama disabilitas pada hari ini para disabilitas se jabodetabek gaung anies presiden di islamic center kota bekas,"['pagi', 'ini', 'jumat', 'desember', 'pak', 'anies', 'sama', 'disabilitas', 'pada', 'hari', 'ini', 'para', 'disabilitas', 'se', 'jabodetabek', 'gaung', 'anies', 'presiden', 'di', 'islamic', 'center', 'kota', 'bekas']"
analisis linguistik dari ekspresi dan gaya bicara anies prabowo dan ganjar dalam debat perdana,"['analisis', 'linguistik', 'dari', 'ekspresi', 'dan', 'gaya', 'bicara', 'anies', 'prabowo', 'dan', 'ganjar', 'dalam', 'debat', 'perdana']"
narasi sesat pas anies jadi gub jakarta emang dki jd ibukota syariah islam justru kota ramah bagi seluruh peluk agama yg ga pelihara benci lihat rekam jejak prestasi  amp sumbangsih pak anies jgn tipu narasi islamophobia mcm itu,"['narasi', 'sesat', 'pas', 'anies', 'jadi', 'gub', 'jakarta', 'emang', 'dki', 'jd', 'ibukota', 'syariah', 'islam', 'justru', 'kota', 'ramah', 'bagi', 'seluruh', 'peluk', 'agama', 'yg', 'tidak_pelihara', 'benci', 'lihat', 'rekam', 'jejak', 'prestasi', '', 'amp', 'sumbangsih', 'pak', 'anies', 'jgn', 'tipu', 'narasi', 'islamophobia', 'mcm', 'itu']"
herculep lagi itu anis ko bukan anies awokwokwokwok,"['herculep', 'lagi', 'itu', 'anis', 'ko', 'tidak_anies', 'awokwokwokwok']"
yang ajaib adalah mereka yg paling keras tolak rizieq dan asosiasi ke anies adalah yg biasa paling lantang citra progresip peduli bebas ekspres demokrasi ham hak minoritas lha loe mau serius bicara hak minoritas tapi enak tolak hak orang,"['yang', 'ajaib', 'adalah', 'mereka', 'yg', 'paling', 'keras', 'tolak', 'rizieq', 'dan', 'asosiasi', 'ke', 'anies', 'adalah', 'yg', 'biasa', 'paling', 'lantang', 'citra', 'progresip', 'peduli', 'bebas', 'ekspres', 'demokrasi', 'ham', 'hak', 'minoritas', 'lha', 'loe', 'mau', 'serius', 'bicara', 'hak', 'minoritas', 'tapi', 'enak', 'tolak', 'hak', 'orang']"
ab respons umum rakernas nasdem ini dengan apresiasi yang baik gp tetap diam teuku umar dingin dingin saja gondangdia juga tawar ganjar anies ini ke pak lurah pak lurah janji jawab beberapa waktu kemudian kalau tak salah bulan dua bulan,"['ab', 'respons', 'umum', 'rakernas', 'nasdem', 'ini', 'dengan', 'apresiasi', 'yang', 'baik', 'gp', 'tetap', 'diam', 'teuku', 'umar', 'dingin', 'dingin', 'saja', 'gondangdia', 'juga', 'tawar', 'ganjar', 'anies', 'ini', 'ke', 'pak', 'lurah', 'pak', 'lurah', 'janji', 'jawab', 'beberapa', 'waktu', 'kemudian', 'kalau', 'tidak_salah', 'bulan', 'dua', 'bulan']"
cek link di bio tag olivia daesang gaco batter up views gempa surabaya anies dana  tiap hari first lady pilih baik,"['cek', 'link', 'di', 'bio', 'tag', 'olivia', 'daesang', 'gaco', 'batter', 'up', 'views', 'gempa', 'surabaya', 'anies', 'dana', '', 'tiap', 'hari', 'first', 'lady', 'pilih', 'baik']"
sobat anies partaisocmed bener jadi akun bayar dia sekarang partaisocmed haha tolol,"['sobat', 'anies', 'partaisocmed', 'bener', 'jadi', 'akun', 'bayar', 'dia', 'sekarang', 'partaisocmed', 'haha', 'tolol']"
ekowboy makin dekat pilpres makin banyak dukung hadap pasang amin hanya anies baswedan sosok yang tepat untuk jadi orang presiden cerdas tegas jujur berani wibawa tanggungjawab dan rakyat kalo gak sekarang kapan lagi punya presiden seperti pak anies,"['ekowboy', 'makin', 'dekat', 'pilpres', 'makin', 'banyak', 'dukung', 'hadap', 'pasang', 'amin', 'hanya', 'anies', 'baswedan', 'sosok', 'yang', 'tepat', 'untuk', 'jadi', 'orang', 'presiden', 'cerdas', 'tegas', 'jujur', 'berani', 'wibawa', 'tanggungjawab', 'dan', 'rakyat', 'kalo', 'tidak_sekarang', 'kapan', 'lagi', 'punya', 'presiden', 'seperti', 'pak', 'anies']"
neohistoria id tinggal si anies mau nggak jalan fakta integritas dari poin sebut atau tidak semua tang anies bagai capres cabut undang undang itu atau tetap jalan,"['neohistoria', 'id', 'tinggal', 'si', 'anies', 'mau', 'nggak', 'jalan', 'fakta', 'integritas', 'dari', 'poin', 'sebut', 'atau', 'tidak_semua', 'tang', 'anies', 'bagai', 'capres', 'cabut', 'undang', 'undang', 'itu', 'atau', 'tetap', 'jalan']"
haye ini laku jg utk nilai kubu ganjar dn anies di bagi mana dari vismis mrk yg scr legitimate bs kt sanding dgn nazisme apartheid dn islamisme ala isis dlm satu kalimat,"['haye', 'ini', 'laku', 'jg', 'utk', 'nilai', 'kubu', 'ganjar', 'dn', 'anies', 'di', 'bagi', 'mana', 'dari', 'vismis', 'mrk', 'yg', 'scr', 'legitimate', 'bs', 'kt', 'sanding', 'dgn', 'nazisme', 'apartheid', 'dn', 'islamisme', 'ala', 'isis', 'dlm', 'satu', 'kalimat']"
ch chotimah dulu mas ch chotimah ini anti abud anies krn jago sama nyungsep sekarang muji wan abud duh,"['ch', 'chotimah', 'dulu', 'mas', 'ch', 'chotimah', 'ini', 'anti', 'abud', 'anies', 'krn', 'jago', 'sama', 'nyungsep', 'sekarang', 'muji', 'wan', 'abud', 'duh']"
anies keras banget nyata pukul,"['anies', 'keras', 'banget', 'nyata', 'pukul']"
apakah rasa adil bisa timbang dengan ini anies daesang gaco angin ordal karina ginting first lady semalem dieng no no no koda putus pagi aika edutoys montessori anak pilih main lokal edukasi,"['apakah', 'rasa', 'adil', 'bisa', 'timbang', 'dengan', 'ini', 'anies', 'daesang', 'gaco', 'angin', 'ordal', 'karina', 'ginting', 'first', 'lady', 'semalem', 'dieng', 'no', 'no', 'no', 'koda', 'putus', 'pagi', 'aika', 'edutoys', 'montessori', 'anak', 'pilih', 'main', 'lokal', 'edukasi']"
jawab anies kok mutrr muter seperti tong syetan,"['jawab', 'anies', 'kok', 'mutrr', 'muter', 'seperti', 'tong', 'syetan']"
prabowo serang tentang masalah oposisi dalam debat pertama calon presiden budiman sudjatmiko anies terlalu arogan dan lancang,"['prabowo', 'serang', 'tentang', 'masalah', 'oposisi', 'dalam', 'debat', 'pertama', 'calon', 'presiden', 'budiman', 'sudjatmiko', 'anies', 'terlalu', 'arogan', 'dan', 'lancang']"
apostiera kayak pak anies mngkin akan hadir dan bakal muncul tanya balik dr beliau untuk komisioner dewas kpk soal skandal dan tidak ada integritas pimpin kpk sendiri,"['apostiera', 'kayak', 'pak', 'anies', 'mngkin', 'akan', 'hadir', 'dan', 'bakal', 'muncul', 'tanya', 'balik', 'dr', 'beliau', 'untuk', 'komisioner', 'dewas', 'kpk', 'soal', 'skandal', 'dan', 'tidak_ada', 'integritas', 'pimpin', 'kpk', 'sendiri']"
hasbil lbs siap tapi dulu skrg ada yg lbh hebat pa anies baswedan yu amin kan,"['hasbil', 'lbs', 'siap', 'tapi', 'dulu', 'skrg', 'ada', 'yg', 'lbh', 'hebat', 'pa', 'anies', 'baswedan', 'yu', 'amin', 'kan']"
prediksi togel china pools desember am cb  amp top    top     top      shio ayam twins,"['prediksi', 'togel', 'china', 'pools', 'desember', 'am', 'cb', '', 'amp', 'top', '', '', '', 'top', '', '', '', '', 'top', '', '', '', '', '', 'shio', 'ayam', 'twins']"
irawanrommi taman ajengcute propaganda kimberley tjel up bank joee ndons back bengkeldodo kasihan anda ya pak anies nggak pernah bilang saya tidak takut tidak punya jabat tapi nyalon tiap milu,"['irawanrommi', 'taman', 'ajengcute', 'propaganda', 'kimberley', 'tjel', 'up', 'bank', 'joee', 'ndons', 'back', 'bengkeldodo', 'kasihan', 'anda', 'ya', 'pak', 'anies', 'nggak', 'pernah', 'bilang', 'saya', 'tidak_takut', 'tidak_punya', 'jabat', 'tapi', 'nyalon', 'tiap', 'milu']"
atas dasar skill beliau yg sulit tanding ini maka pak anies sangat cocok untuk kita pilih bagai jubir presiden,"['atas', 'dasar', 'skill', 'beliau', 'yg', 'sulit', 'tanding', 'ini', 'maka', 'pak', 'anies', 'sangat', 'cocok', 'untuk', 'kita', 'pilih', 'bagai', 'jubir', 'presiden']"
poljokesid yang gk milih emang orang yg gk milih anies aja sih,"['poljokesid', 'yang', 'gk', 'milih', 'emang', 'orang', 'yg', 'gk', 'milih', 'anies', 'aja', 'sih']"
whysooseriously vivacoid laut aja lo ngak penting juga masih banyak orang waras yg dukun anies,"['whysooseriously', 'vivacoid', 'laut', 'aja', 'lo', 'ngak', 'penting', 'juga', 'masih', 'banyak', 'orang', 'waras', 'yg', 'dukun', 'anies']"
pakta integritas yg tanda tangan oleh anies dan muhaimin insyaallah dukung dari bagai kalang terus alir ke pasang anies dan muhaimin dan lolos ke putar ke aamiin,"['pakta', 'integritas', 'yg', 'tanda', 'tangan', 'oleh', 'anies', 'dan', 'muhaimin', 'insyaallah', 'dukung', 'dari', 'bagai', 'kalang', 'terus', 'alir', 'ke', 'pasang', 'anies', 'dan', 'muhaimin', 'dan', 'lolos', 'ke', 'putar', 'ke', 'aamiin']"
alianifebriana ngarang anak mas anies dan mas ganjar pernah jadi kepala daerah,"['alianifebriana', 'ngarang', 'anak', 'mas', 'anies', 'dan', 'mas', 'ganjar', 'pernah', 'jadi', 'kepala', 'daerah']"
kalau anies politik pragmatis itu turut lihat jauh ini arti dia bisa jadi ukur observasi arti cara umum diskursus intelektual itu gak laku di indonesia pantes kubu sana males debat dan udahlah jogetin aja udah parah kondisi bangsa,"['kalau', 'anies', 'politik', 'pragmatis', 'itu', 'turut', 'lihat', 'jauh', 'ini', 'arti', 'dia', 'bisa', 'jadi', 'ukur', 'observasi', 'arti', 'cara', 'umum', 'diskursus', 'intelektual', 'itu', 'tidak_laku', 'di', 'indonesia', 'pantes', 'kubu', 'sana', 'males', 'debat', 'dan', 'udahlah', 'jogetin', 'aja', 'udah', 'parah', 'kondisi', 'bangsa']"
anies bagai kacang lupa kulit,"['anies', 'bagai', 'kacang', 'lupa', 'kulit']"
apakah ini tanda bahwa anies lihat diskursus gagas intelektual tidak efektif naik elektabilitasnya dan akhir dia guna gaya lama yang nama politik pasti pragmatis sudah keluar dana besar end goals nya harus menang mau itu ordal atau idenpol,"['apakah', 'ini', 'tanda', 'bahwa', 'anies', 'lihat', 'diskursus', 'gagas', 'intelektual', 'tidak_efektif', 'naik', 'elektabilitasnya', 'dan', 'akhir', 'dia', 'guna', 'gaya', 'lama', 'yang', 'nama', 'politik', 'pasti', 'pragmatis', 'sudah', 'keluar', 'dana', 'besar', 'end', 'goals', 'nya', 'harus', 'menang', 'mau', 'itu', 'ordal', 'atau', 'idenpol']"
olink satriohendri pak anies itu bagus tapi dari awal kenapa serang prabowo terus kan ada cawapres nya,"['olink', 'satriohendri', 'pak', 'anies', 'itu', 'bagus', 'tapi', 'dari', 'awal', 'kenapa', 'serang', 'prabowo', 'terus', 'kan', 'ada', 'cawapres', 'nya']"
makamah konstitusi mk kita kenape masalah mulu capres bowo buka aib anies datengin rumah buat menang pilgub dki bowo bilang ga nyari jabat terus ngapain capres wkwk udh pilih baik ya nomer urut ganjar,"['makamah', 'konstitusi', 'mk', 'kita', 'kenape', 'masalah', 'mulu', 'capres', 'bowo', 'buka', 'aib', 'anies', 'datengin', 'rumah', 'buat', 'menang', 'pilgub', 'dki', 'bowo', 'bilang', 'tidak_nyari', 'jabat', 'terus', 'ngapain', 'capres', 'wkwk', 'udh', 'pilih', 'baik', 'ya', 'nomer', 'urut', 'ganjar']"
chaves ahora baila aniesbaswedan fahrihamzah gerindra datuakrajoangek anies gak pernah culik kok tuduh jahat kocak,"['chaves', 'ahora', 'baila', 'aniesbaswedan', 'fahrihamzah', 'gerindra', 'datuakrajoangek', 'anies', 'tidak_pernah', 'culik', 'kok', 'tuduh', 'jahat', 'kocak']"
biasaa itu semua krn bakar jenggot sampe takut tengah mati brarti demi gadukung anies sampe fitnah dan caci maki ulama astaghfirullah inget azab byk istighfar mending,"['biasaa', 'itu', 'semua', 'krn', 'bakar', 'jenggot', 'sampe', 'takut', 'tengah', 'mati', 'brarti', 'demi', 'gadukung', 'anies', 'sampe', 'fitnah', 'dan', 'caci', 'maki', 'ulama', 'astaghfirullah', 'inget', 'azab', 'byk', 'istighfar', 'mending']"
mulai laku nt si,"['mulai', 'laku', 'nt', 'si']"
sempat untuk diskus dengan para pemuda di jambi yang milik semangat untuk ubah indonesia kami diskusi mulai dari soal didik konflik agraria teknologi aman data hingga bijak bangun yang akan ambil begitu pilih jadi presiden,"['sempat', 'untuk', 'diskus', 'dengan', 'para', 'pemuda', 'di', 'jambi', 'yang', 'milik', 'semangat', 'untuk', 'ubah', 'indonesia', 'kami', 'diskusi', 'mulai', 'dari', 'soal', 'didik', 'konflik', 'agraria', 'teknologi', 'aman', 'data', 'hingga', 'bijak', 'bangun', 'yang', 'akan', 'ambil', 'begitu', 'pilih', 'jadi', 'presiden']"
vivacoid anies level ketua demo protes trus tp ga ngerti mssalah,"['vivacoid', 'anies', 'level', 'ketua', 'demo', 'protes', 'trus', 'tp', 'tidak_ngerti', 'mssalah']"
wow apakah ini benar,"['wow', 'apakah', 'ini', 'benar']"
amin doa khusus di hari jumat agar segala hajat kabul gaco daesang semalem surabaya ordal anies adidas karina koda,"['amin', 'doa', 'khusus', 'di', 'hari', 'jumat', 'agar', 'segala', 'hajat', 'kabul', 'gaco', 'daesang', 'semalem', 'surabaya', 'ordal', 'anies', 'adidas', 'karina', 'koda']"
it jangan ikut main,"['it', 'tidak_ikut', 'main']"
ndrewstjan kalau baca baik lagi tetep putus ada di tangan presiden apakah aku percaya pak anies bakal laku hal yg rugi masyrakat golong tentu tentu tidak dan bukti di jkt di jkt pula dia dukung minoritas tanpa buat yg lain emosi dan tolak adem fakta,"['ndrewstjan', 'kalau', 'baca', 'baik', 'lagi', 'tetep', 'putus', 'ada', 'di', 'tangan', 'presiden', 'apakah', 'aku', 'percaya', 'pak', 'anies', 'bakal', 'laku', 'hal', 'yg', 'rugi', 'masyrakat', 'golong', 'tentu', 'tentu', 'tidak_dan', 'bukti', 'di', 'jkt', 'di', 'jkt', 'pula', 'dia', 'dukung', 'minoritas', 'tanpa', 'buat', 'yg', 'lain', 'emosi', 'dan', 'tolak', 'adem', 'fakta']"
hasbil lbs aniesbaswedan andai partai masih gabung di anies apakah kicau akan seperti ini juga sakit hati ya tinggal,"['hasbil', 'lbs', 'aniesbaswedan', 'andai', 'partai', 'masih', 'gabung', 'di', 'anies', 'apakah', 'kicau', 'akan', 'seperti', 'ini', 'juga', 'sakit', 'hati', 'ya', 'tinggal']"
flyingfighter uyokback klo mau kita debat lagi ini bisa panjang dan akhir lu pasti nyalahin prabowo karna lu dukung anies masalah tega hukum yg masih semraut ya gw apresiasi koq nyata anies klo tegak hukum masih kacau tapi arah kan bukan kesana,"['flyingfighter', 'uyokback', 'klo', 'mau', 'kita', 'debat', 'lagi', 'ini', 'bisa', 'panjang', 'dan', 'akhir', 'lu', 'pasti', 'nyalahin', 'prabowo', 'karna', 'lu', 'dukung', 'anies', 'masalah', 'tega', 'hukum', 'yg', 'masih', 'semraut', 'ya', 'gw', 'apresiasi', 'koq', 'nyata', 'anies', 'klo', 'tegak', 'hukum', 'masih', 'kacau', 'tapi', 'arah', 'kan', 'tidak_kesana']"
ikut menang,"['ikut', 'menang']"
tetapsemangatvi semenjak ngetwit anies followes gue udah nambah gimana dong,"['tetapsemangatvi', 'semenjak', 'ngetwit', 'anies', 'followes', 'gue', 'udah', 'nambah', 'gimana', 'dong']"
pilpres saya tidak akan pilih prabowo subianto ganjar pranowo apalagi anies baswedan tapi saya juga tidak golput bingung tah ora kowe,"['pilpres', 'saya', 'tidak_akan', 'pilih', 'prabowo', 'subianto', 'ganjar', 'pranowo', 'apalagi', 'anies', 'baswedan', 'tapi', 'saya', 'juga', 'tidak_golput', 'bingung', 'tah', 'ora', 'kowe']"
official pan anies debat pertama ngomong ngelantur data salah semua,"['official', 'pan', 'anies', 'debat', 'pertama', 'ngomong', 'ngelantur', 'data', 'salah', 'semua']"
hasyimmah bukan masalah ya atau tidak tapi perlu kaji ulang apakah masih perlu atau tidak tiap capres pasti punya skala prioritas ketika nanti pilih apa dulu dan mana dulu yg perlu baik saat ini bagi anies ikn belum jadi prioritas karena masih banyak masalah lain,"['hasyimmah', 'tidak_masalah', 'ya', 'atau', 'tidak_tapi', 'perlu', 'kaji', 'ulang', 'apakah', 'masih', 'perlu', 'atau', 'tidak_tiap', 'capres', 'pasti', 'punya', 'skala', 'prioritas', 'ketika', 'nanti', 'pilih', 'apa', 'dulu', 'dan', 'mana', 'dulu', 'yg', 'perlu', 'baik', 'saat', 'ini', 'bagi', 'anies', 'ikn', 'belum', 'jadi', 'prioritas', 'karena', 'masih', 'banyak', 'masalah', 'lain']"
link anti rungkad olivia daesang gaco batter up views gempa surabaya anies dana  tiap hari first lady pilih baik,"['link', 'anti', 'rungkad', 'olivia', 'daesang', 'gaco', 'batter', 'up', 'views', 'gempa', 'surabaya', 'anies', 'dana', '', 'tiap', 'hari', 'first', 'lady', 'pilih', 'baik']"
hasbil lbs pak anies sdh besar belum jadi gubernur itu belimbing sayur yg besar siapa,"['hasbil', 'lbs', 'pak', 'anies', 'sdh', 'besar', 'belum', 'jadi', 'gubernur', 'itu', 'belimbing', 'sayur', 'yg', 'besar', 'siapa']"
komunikasi dengan ab sangat lancar namun dengan teuku umar selalu kendala misal kena covid dan bagai sementara ganjar diam saja tak ada respons juni nasdem umum tiga nama calon presiden ganjar no anies no andika no,"['komunikasi', 'dengan', 'ab', 'sangat', 'lancar', 'namun', 'dengan', 'teuku', 'umar', 'selalu', 'kendala', 'misal', 'kena', 'covid', 'dan', 'bagai', 'sementara', 'ganjar', 'diam', 'saja', 'tidak_ada', 'respons', 'juni', 'nasdem', 'umum', 'tiga', 'nama', 'calon', 'presiden', 'ganjar', 'no', 'anies', 'no', 'andika', 'no']"
koleksi kendara capres miskin anies baswedan vs capres kaya prabowo subianto,"['koleksi', 'kendara', 'capres', 'miskin', 'anies', 'baswedan', 'vs', 'capres', 'kaya', 'prabowo', 'subianto']"
metro tv mantap sih pak anies sampai jauh ini bangga,"['metro', 'tv', 'mantap', 'sih', 'pak', 'anies', 'sampai', 'jauh', 'ini', 'bangga']"
tvonenews kata dukung anies cerdas,"['tvonenews', 'kata', 'dukung', 'anies', 'cerdas']"
ferrykoto rawa prabowo ya krn abud anies klaim bangun banyak gereja cek fakta kok sara,"['ferrykoto', 'rawa', 'prabowo', 'ya', 'krn', 'abud', 'anies', 'klaim', 'bangun', 'banyak', 'gereja', 'cek', 'fakta', 'kok', 'sara']"
bobby risakotta saya bagai warga jakarta kok malah rasa hal balik ya anies jelas bawa jakarta jauh lebih baik banding gubernur belum,"['bobby', 'risakotta', 'saya', 'bagai', 'warga', 'jakarta', 'kok', 'malah', 'rasa', 'hal', 'balik', 'ya', 'anies', 'jelas', 'bawa', 'jakarta', 'jauh', 'lebih', 'baik', 'banding', 'gubernur', 'belum']"
kimberley uas klo tahu jejak digital anies waktu wawancara dgn najwa shihab lama pak prabowo nyapres saya tdk akan nyapres dan terang dr ortu masalah mati bocil umur thn yg tdk benar mosok sih uas akan dukung,"['kimberley', 'uas', 'klo', 'tahu', 'jejak', 'digital', 'anies', 'waktu', 'wawancara', 'dgn', 'najwa', 'shihab', 'lama', 'pak', 'prabowo', 'nyapres', 'saya', 'tdk', 'akan', 'nyapres', 'dan', 'terang', 'dr', 'ortu', 'masalah', 'mati', 'bocil', 'umur', 'thn', 'yg', 'tdk', 'benar', 'mosok', 'sih', 'uas', 'akan', 'dukung']"
geloraco mas daniel mas daniel soal pinang anies jadi gubernur singgung gilir singgung korban nyawa atas kalah mas bowo di kok keluar ucap sampah mau cuci tangan,"['geloraco', 'mas', 'daniel', 'mas', 'daniel', 'soal', 'pinang', 'anies', 'jadi', 'gubernur', 'singgung', 'gilir', 'singgung', 'korban', 'nyawa', 'atas', 'kalah', 'mas', 'bowo', 'di', 'kok', 'keluar', 'ucap', 'sampah', 'mau', 'cuci', 'tangan']"
berlianidris aniesbaswedan mas berlianidris info dong desak anies di semarang,"['berlianidris', 'aniesbaswedan', 'mas', 'berlianidris', 'info', 'dong', 'desak', 'anies', 'di', 'semarang']"
strike bravo sbrnarna tarik di tim anies nasehat ad ketua pemuda pancasila yg taon pro jokowi ada anggota bravo besut luhut mantan menteri agama di resuffle fahrur rozi yg bhkn baru ini bilang dia di tekan bubarin fpi mkanya di resuffle emng politik bisa ubah arah dlam kejap,"['strike', 'bravo', 'sbrnarna', 'tarik', 'di', 'tim', 'anies', 'nasehat', 'ad', 'ketua', 'pemuda', 'pancasila', 'yg', 'taon', 'pro', 'jokowi', 'ada', 'anggota', 'bravo', 'besut', 'luhut', 'mantan', 'menteri', 'agama', 'di', 'resuffle', 'fahrur', 'rozi', 'yg', 'bhkn', 'baru', 'ini', 'bilang', 'dia', 'di', 'tekan', 'bubarin', 'fpi', 'mkanya', 'di', 'resuffle', 'emng', 'politik', 'bisa', 'ubah', 'arah', 'dlam', 'kejap']"
capres langgar ham udh tua kembali spt anak kecil suka joged marah cawapres ilega belimbjng karbitan bocil,"['capres', 'langgar', 'ham', 'udh', 'tua', 'kembali', 'spt', 'anak', 'kecil', 'suka', 'joged', 'marah', 'cawapres', 'ilega', 'belimbjng', 'karbitan', 'bocil']"
arsipaja buka aja anies imin siapa aja yg mau dukung gas,"['arsipaja', 'buka', 'aja', 'anies', 'imin', 'siapa', 'aja', 'yg', 'mau', 'dukung', 'gas']"
marlina idha benar pak anies kalo tanggap makin besar kepala si fahri,"['marlina', 'idha', 'benar', 'pak', 'anies', 'kalo', 'tanggap', 'makin', 'besar', 'kepala', 'si', 'fahri']"
buka kuota untuk jadi saksi di tps dekat rumah pada milu februari datang syarat punya ktp kab bogor benefit fee saksi asuransi jiwa  amp celaka dll info wa izz anies prabowo ganjar saksi tps,"['buka', 'kuota', 'untuk', 'jadi', 'saksi', 'di', 'tps', 'dekat', 'rumah', 'pada', 'milu', 'februari', 'datang', 'syarat', 'punya', 'ktp', 'kab', 'bogor', 'benefit', 'fee', 'saksi', 'asuransi', 'jiwa', '', 'amp', 'celaka', 'dll', 'info', 'wa', 'izz', 'anies', 'prabowo', 'ganjar', 'saksi', 'tps']"
imanlagi agar tanya di desak anies lanjut,"['imanlagi', 'agar', 'tanya', 'di', 'desak', 'anies', 'lanjut']"
ekowboy pilgub anies tanpa prabowo jadi gelandang,"['ekowboy', 'pilgub', 'anies', 'tanpa', 'prabowo', 'jadi', 'gelandang']"
nathpribady gw lebih syukur yg ga jadi milih anies jd nya golput much better daripada jd nya milih wkwk,"['nathpribady', 'gw', 'lebih', 'syukur', 'yg', 'tidak_jadi', 'milih', 'anies', 'jd', 'nya', 'golput', 'much', 'better', 'daripada', 'jd', 'nya', 'milih', 'wkwk']"
no for anies baswedan bismillah moga allah beri kuat yang sangat begitu dasyat aniesbaswedan cakiminow,"['no', 'for', 'anies', 'baswedan', 'bismillah', 'moga', 'allah', 'beri', 'kuat', 'yang', 'sangat', 'begitu', 'dasyat', 'aniesbaswedan', 'cakiminow']"
tan mar ndre otak trnyata cekak jg rupa apa harus nunggu prabowo mati dl br anies bisa nyapres lah prabowo sj serakah dn ambisius klewatan sdh kalah nyapres msh ambisi nyapres lg lo kira indonesia ini tdk ada orang pintar itu mlh gibran bau kencur langgar konstitusi kau diam,"['tan', 'mar', 'ndre', 'otak', 'trnyata', 'cekak', 'jg', 'rupa', 'apa', 'harus', 'nunggu', 'prabowo', 'mati', 'dl', 'br', 'anies', 'bisa', 'nyapres', 'lah', 'prabowo', 'sj', 'serakah', 'dn', 'ambisius', 'klewatan', 'sdh', 'kalah', 'nyapres', 'msh', 'ambisi', 'nyapres', 'lg', 'lo', 'kira', 'indonesia', 'ini', 'tdk', 'ada', 'orang', 'pintar', 'itu', 'mlh', 'gibran', 'bau', 'kencur', 'langgar', 'konstitusi', 'kau', 'diam']"
novibudi aniesbaswedan suruh aja prabowo ungkap itu debat dua depan anies biar aemua tau benar nya berani gak kalau anies sudah bicara beberapa kali tentang itu,"['novibudi', 'aniesbaswedan', 'suruh', 'aja', 'prabowo', 'ungkap', 'itu', 'debat', 'dua', 'depan', 'anies', 'biar', 'aemua', 'tau', 'benar', 'nya', 'berani', 'tidak_kalau', 'anies', 'sudah', 'bicara', 'beberapa', 'kali', 'tentang', 'itu']"
andre rosiade misal nih ya misal pak prabowo nyalon presiden sampai trus kapan pak anies bisa nyalonin presiden bukan janji pak anies gak nyalon ya emang laku umur hidup,"['andre', 'rosiade', 'misal', 'nih', 'ya', 'misal', 'pak', 'prabowo', 'nyalon', 'presiden', 'sampai', 'trus', 'kapan', 'pak', 'anies', 'bisa', 'nyalonin', 'presiden', 'tidak_janji', 'pak', 'anies', 'tidak_nyalon', 'ya', 'emang', 'laku', 'umur', 'hidup']"
anies tri pecat gubernur gagal banyak kasus apbd lebih pinter omong ga bisa kerja daesang gaco,"['anies', 'tri', 'pecat', 'gubernur', 'gagal', 'banyak', 'kasus', 'apbd', 'lebih', 'pinter', 'omong', 'tidak_bisa', 'kerja', 'daesang', 'gaco']"
metro tv tidak pernah sia sia semua juang pak anies,"['metro', 'tv', 'tidak_pernah', 'sia', 'sia', 'semua', 'juang', 'pak', 'anies']"
mungkin ini yang maksud anies ordal apakah surat ini benar pak menag kalau benar koq bisa gin,"['mungkin', 'ini', 'yang', 'maksud', 'anies', 'ordal', 'apakah', 'surat', 'ini', 'benar', 'pak', 'menag', 'kalau', 'benar', 'koq', 'bisa', 'gin']"
ndrewstjan ulama dan santri deklarasi dukung ganjar yes makin byk yg dukung tak bendung ulama deklarasi dukung prabowo yes satu putar itjima ulama dan uas dukung anies politik identitas senyumin aja,"['ndrewstjan', 'ulama', 'dan', 'santri', 'deklarasi', 'dukung', 'ganjar', 'yes', 'makin', 'byk', 'yg', 'dukung', 'tidak_bendung', 'ulama', 'deklarasi', 'dukung', 'prabowo', 'yes', 'satu', 'putar', 'itjima', 'ulama', 'dan', 'uas', 'dukung', 'anies', 'politik', 'identitas', 'senyumin', 'aja']"
ichsan yang di permasalahin omong anies yang bilang lama pak prabowo calon presiden saya tidak akan maju pilpres dan saya tidak mau khianat pak prabowo  amp knp skrg malah maju pilpres brg prabowo janji mana yg gamau maju pilpres jika ada prabowo yg maju pilpres,"['ichsan', 'yang', 'di', 'permasalahin', 'omong', 'anies', 'yang', 'bilang', 'lama', 'pak', 'prabowo', 'calon', 'presiden', 'saya', 'tidak_akan', 'maju', 'pilpres', 'dan', 'saya', 'tidak_mau', 'khianat', 'pak', 'prabowo', '', 'amp', 'knp', 'skrg', 'malah', 'maju', 'pilpres', 'brg', 'prabowo', 'janji', 'mana', 'yg', 'gamau', 'maju', 'pilpres', 'jika', 'ada', 'prabowo', 'yg', 'maju', 'pilpres']"
